State,Temperature,Electricity_Price,UrbanRural_Classification,date,Time,Peak_Electricity_Demand,City
Maharashtra,15.56441561,7.520834081,Urban,12-01-2021,04:41,55226.17,Pune
Madhya Pradesh,8.507868366,6.816540288,Rural,16-01-2019,12:29,48558.65,Gwalior
Telangana,24.02280307,3.474784712,Urban,20-02-2019,14:15,24955.26,Unknown
Gujarat,39.26792893,9.179508363,Urban,11-03-2023,05:00,42452.08,Vadodara
Telangana,27.07896781,6.553969381,Rural,26-04-2020,02:56,58500.5,Unknown
Tamil Nadu,6.871086008,5.347238479,Rural,12-01-2021,01:35,28232.29,Salem
Uttar Pradesh,43.97088962,8.455513336,Rural,30-08-2019,01:27,1624.08,Kanpur
Uttar Pradesh,38.1459964,3.7846315,Urban,12-07-2020,05:31,4869.17,Agra
Maharashtra,10.26376308,6.316461266,Urban,02-03-2020,06:43,30919.83,Mumbai
Gujarat,41.87191026,6.841407424,Urban,12-02-2020,13:15,63988.17,Rajkot
Rajasthan,23.02753154,8.425874918,Urban,20-03-2020,15:17,48246.4,Kota
Maharashtra,19.87591962,5.591712368,Urban,18-05-2020,07:11,5470.44,Nashik
Telangana,23.44213322,8.98474791,Urban,27-11-2020,12:07,11966.26,Unknown
Maharashtra,38.38287827,7.88371037,Urban,25-05-2020,17:40,57322.41,Nagpur
Telangana,31.37918713,8.397527526,Rural,21-07-2019,09:33,58807.71,Unknown
Delhi,7.369938096,9.7835435,Urban,25-06-2022,18:21,41074.29,Unknown
Uttar Pradesh,43.30417484,8.913275106,Urban,21-01-2022,12:12,43566.48,Kanpur
Delhi,10.91136534,5.427518578,Urban,06-09-2020,06:59,2412.32,Unknown
Madhya Pradesh,34.82271807,7.520677423,Urban,29-07-2020,09:42,49777.02,Jabalpur
Gujarat,30.44546122,9.080281143,Urban,16-02-2022,22:29,49098.75,Rajkot
Rajasthan,12.50112192,6.675851089,Urban,29-05-2020,06:32,18692.95,Jaipur
Telangana,11.82928304,7.779598951,Rural,31-10-2020,13:46,39342.29,Unknown
Rajasthan,39.81310375,4.205828246,Urban,19-12-2019,14:11,12765.83,Udaipur
Telangana,21.78779694,8.711399937,Rural,01-06-2023,01:05,2791.91,Unknown
Tamil Nadu,31.18306057,8.302224419,Urban,12-02-2023,04:35,11672.23,Coimbatore
Maharashtra,25.16284015,9.222257105,Urban,06-08-2020,04:10,13473.07,Mumbai
Madhya Pradesh,34.09414068,7.971041263,Urban,30-10-2021,22:20,23786.76,Jabalpur
Uttar Pradesh,24.169695,9.138304158,Urban,04-01-2021,15:35,27358.08,Kanpur
Telangana,16.49519661,4.135512677,Urban,29-07-2021,22:35,29244.61,Unknown
Rajasthan,19.53533484,8.695531508,Rural,12-06-2020,15:01,31248.29,Jaipur
Madhya Pradesh,39.36310778,9.670770805,Urban,26-05-2023,13:06,17920.43,Bhopal
Karnataka,23.72138772,8.708554277,Rural,20-12-2019,19:15,2273.02,Mangalore
Karnataka,13.53797329,7.306595522,Urban,28-02-2021,12:42,38782.54,Bengaluru
Delhi,42.38421552,9.485500727,Rural,09-06-2022,11:10,25300.59,Unknown
Uttar Pradesh,36.86401826,3.661404286,Rural,04-09-2021,14:04,20577.83,Kanpur
Tamil Nadu,7.226645842,3.118052182,Rural,06-01-2021,13:48,58783.62,Salem
Rajasthan,44.95771848,9.757241507,Urban,20-04-2020,12:33,41889.08,Kota
Maharashtra,32.79706786,7.781036352,Rural,03-09-2019,03:05,53692.59,Pune
Maharashtra,11.41066396,3.799165204,Rural,01-09-2022,00:15,33760.82,Pune
Rajasthan,14.48670725,5.380085985,Rural,06-01-2019,13:56,9084.18,Jaipur
Gujarat,32.69781925,8.241614586,Rural,22-04-2020,20:26,50437.43,Vadodara
Tamil Nadu,36.19044221,8.252712959,Urban,25-03-2023,10:41,14590.1,Madurai
Madhya Pradesh,14.56143773,4.189940795,Urban,06-08-2020,04:41,26030.99,Indore
Telangana,15.27875416,6.291033665,Urban,07-06-2020,21:35,4194.23,Unknown
Gujarat,17.28482779,8.651177679,Urban,24-07-2022,05:29,56114.37,Vadodara
Telangana,28.92073459,9.767580852,Urban,11-08-2020,13:22,7478.88,Unknown
Telangana,11.87264713,7.357959115,Urban,16-01-2020,10:23,60315.26,Unknown
Gujarat,9.169727955,7.466933434,Urban,27-07-2019,04:39,63884.4,Surat
Delhi,32.15456356,6.285445088,Urban,09-05-2019,14:27,31255.26,Unknown
Karnataka,36.16391759,6.773405962,Rural,27-02-2022,09:58,46879.52,Mysuru
Telangana,25.03717618,3.692535064,Urban,26-07-2022,10:25,42297.38,Unknown
Gujarat,19.55330841,5.447116612,Rural,14-08-2020,12:48,51655.75,Vadodara
Gujarat,22.28170854,6.551055907,Urban,15-12-2019,01:06,28835.79,Ahmedabad
West Bengal,20.53631335,4.924868623,Rural,23-06-2020,16:48,58173.82,Asansol
Delhi,43.39939633,5.51880322,Urban,05-01-2022,18:28,29343.4,Unknown
Uttar Pradesh,35.72359621,9.798376518,Rural,12-03-2023,05:02,69885.88,Kanpur
West Bengal,13.32348859,3.036417142,Rural,18-09-2020,01:06,35932.71,Siliguri
West Bengal,20.36756608,5.118504078,Rural,03-12-2022,16:45,27572.2,Siliguri
Rajasthan,26.76049165,7.087678112,Urban,20-10-2023,18:50,44389.22,Jodhpur
Karnataka,29.51943448,4.952768187,Rural,06-12-2021,03:36,46944.44,Bengaluru
Gujarat,23.72735584,7.735246984,Rural,03-09-2019,01:23,30945.63,Rajkot
Karnataka,37.4050654,5.094925563,Urban,30-08-2023,16:46,10695.1,Mysuru
Tamil Nadu,35.70424078,7.467453922,Rural,29-04-2022,16:58,32481.78,Salem
Rajasthan,25.20631675,8.949038175,Urban,25-08-2023,22:19,54640.32,Kota
Uttar Pradesh,39.17717547,7.610507589,Urban,09-10-2021,03:43,46369.54,Kanpur
Karnataka,35.04358122,3.349191798,Urban,11-05-2019,19:30,58456.34,Bengaluru
Maharashtra,36.14327395,8.566493587,Rural,05-04-2022,21:41,2357.13,Nagpur
Telangana,43.25603118,4.489609609,Urban,29-07-2019,01:26,33732.77,Unknown
Tamil Nadu,15.65867765,7.443541651,Urban,04-03-2023,02:21,39423.51,Madurai
Delhi,15.70592649,7.527135775,Urban,05-01-2022,03:01,47710.91,Unknown
Uttar Pradesh,40.55809023,8.62615973,Urban,26-03-2021,11:49,4052.05,Lucknow
Tamil Nadu,35.88905494,6.540761843,Urban,07-11-2019,10:04,57706.57,Madurai
Telangana,42.06182166,5.631743621,Rural,05-06-2023,03:02,40113.81,Unknown
Rajasthan,7.525206413,6.626197552,Urban,07-11-2023,21:53,14312.55,Jaipur
Telangana,30.11028309,6.820298525,Urban,19-07-2020,03:51,23032.43,Unknown
West Bengal,10.78513352,8.750767009,Rural,14-07-2021,21:43,17531.85,Durgapur
Telangana,25.15588793,4.435497078,Urban,25-10-2023,02:08,31355.83,Unknown
West Bengal,11.22987727,8.927824805,Urban,28-02-2019,04:27,4282.57,Asansol
Rajasthan,10.12314036,5.559953278,Urban,15-10-2019,11:54,11876.33,Jodhpur
Madhya Pradesh,5.486733815,8.207036184,Urban,27-12-2022,22:21,60937.77,Bhopal
West Bengal,30.2095525,5.349988094,Urban,01-01-2023,02:07,8936.16,Asansol
Delhi,19.36090467,7.962197443,Urban,03-01-2022,23:35,15052.02,Unknown
Telangana,9.207531395,8.594255243,Urban,22-05-2019,06:58,32360.97,Unknown
Telangana,17.91351111,6.906458287,Urban,07-12-2020,21:42,32264.88,Unknown
Delhi,11.75776366,7.336812361,Urban,15-07-2020,04:54,56387.32,Unknown
Maharashtra,42.66779326,7.954323996,Rural,22-08-2019,00:49,32682.05,Nashik
Gujarat,17.80019543,7.818991531,Rural,29-06-2019,09:35,50353.1,Surat
Madhya Pradesh,18.35814093,8.091908852,Rural,24-10-2022,21:03,43562.24,Jabalpur
Uttar Pradesh,38.59432014,8.947727378,Rural,23-02-2022,13:36,8548.89,Lucknow
West Bengal,30.91023045,4.543614927,Urban,30-01-2020,12:17,9402.08,Kolkata
Delhi,33.4068643,4.503120558,Urban,26-01-2023,17:13,32337.03,Unknown
Rajasthan,30.44007216,9.794776913,Rural,17-01-2019,06:49,26232.16,Jodhpur
West Bengal,42.84785136,8.959244593,Urban,21-07-2022,05:22,53368.53,Kolkata
Gujarat,13.28003326,7.141935948,Rural,09-11-2020,00:42,35915.27,Ahmedabad
Rajasthan,44.56156967,3.057251576,Urban,13-11-2022,15:46,28745.08,Kota
Tamil Nadu,38.2382471,8.983307618,Rural,17-07-2020,22:44,11241.65,Madurai
Telangana,28.55890356,8.261175992,Urban,13-07-2019,13:26,12952.12,Unknown
Tamil Nadu,31.49486498,9.69463328,Urban,06-09-2023,02:09,42383.86,Madurai
West Bengal,30.95303506,3.09213277,Rural,16-08-2022,17:44,24389.86,Kolkata
Gujarat,7.335848962,3.1996802,Urban,19-07-2019,21:34,31907.25,Vadodara
Madhya Pradesh,13.72065994,6.622153569,Urban,12-02-2023,03:24,13244.05,Bhopal
West Bengal,43.45883538,8.992344465,Urban,18-05-2022,12:57,49312.6,Kolkata
Delhi,26.37457715,9.939214642,Urban,31-07-2022,02:27,56765.21,Unknown
Karnataka,20.13414413,5.240176602,Rural,10-07-2020,05:33,17948.09,Hubli
West Bengal,35.48153854,3.254545801,Urban,18-03-2022,02:15,31766.9,Siliguri
Telangana,25.98075771,4.368556161,Rural,24-10-2019,10:16,59389.6,Unknown
Telangana,5.526510857,9.139072585,Urban,06-12-2020,08:09,20929.34,Unknown
West Bengal,34.44950387,6.265152651,Urban,21-06-2022,00:54,41008.33,Durgapur
Rajasthan,34.2887024,8.973148694,Urban,05-01-2021,18:50,6955.28,Jaipur
Karnataka,11.60594848,6.107358041,Rural,19-09-2023,15:30,43204.07,Mangalore
Delhi,43.26640354,3.373728692,Rural,14-06-2022,08:30,6989.72,Unknown
West Bengal,13.95632526,7.323026612,Urban,14-07-2020,01:43,54530.88,Asansol
Rajasthan,23.3099747,6.049763473,Urban,05-02-2022,15:08,46622.71,Udaipur
Telangana,9.58943845,6.43947239,Urban,16-12-2019,02:37,44375.05,Unknown
Telangana,29.13129278,9.642795208,Urban,31-07-2023,22:55,46659.52,Unknown
Gujarat,20.0180448,6.19952492,Urban,22-02-2020,14:51,37904.64,Surat
West Bengal,19.12693849,8.575692307,Rural,07-04-2020,20:44,33133.2,Asansol
Karnataka,38.07907509,3.412387934,Urban,10-03-2019,07:42,53322.69,Mangalore
Maharashtra,5.382468514,6.353272662,Rural,24-06-2020,21:10,54890.99,Mumbai
Karnataka,36.91787084,7.10686384,Urban,03-06-2022,08:26,29164.01,Bengaluru
Telangana,27.85794263,3.792617646,Urban,11-06-2023,17:45,65469.99,Unknown
Telangana,44.44394054,5.115633236,Rural,09-10-2023,08:49,39576.53,Unknown
Tamil Nadu,28.57772882,8.177155552,Urban,31-05-2019,12:52,30963.21,Madurai
Telangana,7.215165366,4.287346583,Urban,08-06-2019,06:45,26070.26,Unknown
Delhi,7.025813058,3.899159607,Urban,02-08-2023,22:40,14990.66,Unknown
Uttar Pradesh,40.32611945,5.094928572,Urban,31-03-2019,22:41,772.45,Agra
West Bengal,38.64856582,9.012731766,Urban,22-01-2022,10:03,17794.38,Siliguri
Karnataka,18.83560302,8.340604498,Urban,02-04-2019,18:02,35573.44,Bengaluru
Uttar Pradesh,29.72129937,8.437611045,Urban,07-11-2022,00:07,21867.09,Agra
Rajasthan,24.58365428,5.257202658,Urban,31-07-2020,17:48,25740.35,Jaipur
Maharashtra,43.68656221,3.692573447,Urban,05-09-2021,19:05,73301.04,Nashik
Delhi,42.99843604,3.223669235,Urban,15-07-2020,02:30,22292.9,Unknown
Karnataka,44.35356034,7.103388969,Urban,17-12-2021,00:42,28563.93,Mysuru
Uttar Pradesh,39.65795123,7.915999132,Urban,03-10-2020,05:52,10131.21,Agra
Maharashtra,41.38206363,5.645237968,Rural,19-10-2019,23:40,4250.22,Mumbai
Tamil Nadu,13.69115115,6.702032374,Rural,15-12-2022,23:47,58106.43,Salem
Delhi,38.24027156,4.953027095,Urban,28-03-2020,04:02,40287.19,Unknown
Delhi,33.35428453,5.550115526,Urban,19-03-2022,06:04,47712.83,Unknown
Tamil Nadu,43.51146035,8.108712955,Urban,21-09-2020,19:22,8974.5,Madurai
West Bengal,27.85047314,8.027541544,Urban,06-06-2020,10:59,40640.53,Kolkata
Tamil Nadu,8.406686668,3.196641942,Urban,25-02-2022,22:09,17276.89,Salem
Delhi,28.89595565,9.609620959,Urban,19-08-2023,00:26,14968.44,Unknown
Delhi,32.46323712,4.883083415,Rural,14-09-2019,04:38,1565.71,Unknown
Uttar Pradesh,13.81284115,9.353105502,Urban,02-02-2023,05:32,7956.26,Lucknow
Telangana,20.76453534,6.58327784,Urban,15-06-2020,02:30,20504.77,Unknown
Maharashtra,28.94013656,6.494274113,Urban,05-09-2022,12:27,6942.59,Pune
Tamil Nadu,19.96422949,6.154292146,Urban,09-07-2021,15:39,63471.98,Madurai
Maharashtra,19.99790869,9.456991731,Rural,03-03-2023,04:14,17710.37,Nashik
Tamil Nadu,10.32346557,4.456755891,Rural,27-04-2020,23:23,7976.5,Coimbatore
Rajasthan,42.62986892,7.281516205,Urban,03-09-2021,18:22,11876.81,Udaipur
Delhi,35.01977538,5.224471252,Urban,23-08-2019,17:47,40234.83,Unknown
Telangana,5.049737555,9.406670337,Urban,14-12-2020,07:23,5132.41,Unknown
Uttar Pradesh,35.62453136,4.185383804,Urban,15-11-2019,18:45,57587.93,Varanasi
Telangana,34.59179971,7.733328407,Urban,07-05-2020,19:35,71413.64,Unknown
Telangana,5.389238406,5.952309074,Urban,14-09-2022,18:10,15891.84,Unknown
Telangana,19.7841719,7.62856006,Urban,02-02-2022,13:41,27661.06,Unknown
Maharashtra,29.26990761,4.10325262,Rural,17-03-2023,20:14,2309.61,Nagpur
Tamil Nadu,23.11002607,5.755613601,Urban,08-02-2023,18:29,38317.94,Coimbatore
Madhya Pradesh,36.11944475,3.750837615,Rural,11-03-2022,09:42,31175.24,Jabalpur
Rajasthan,22.01833331,9.781438876,Rural,25-05-2020,12:18,15322.11,Jaipur
Karnataka,11.15451878,4.497946829,Urban,17-08-2019,18:10,15978.27,Hubli
Telangana,44.05662497,9.952582884,Urban,08-02-2021,10:54,36729.09,Unknown
West Bengal,14.68159971,5.929487104,Urban,20-04-2023,05:21,30735.24,Durgapur
Maharashtra,33.70769242,3.500843888,Urban,23-08-2022,18:44,12315.16,Pune
Uttar Pradesh,10.72625247,3.123026278,Urban,05-05-2023,11:35,51818.95,Varanasi
Karnataka,18.16050455,7.192694604,Urban,11-11-2019,21:49,32158.61,Bengaluru
Madhya Pradesh,22.68110434,7.303107594,Urban,16-11-2023,03:17,56831.93,Jabalpur
West Bengal,12.68928018,6.673552149,Urban,18-10-2019,13:58,9395.04,Durgapur
Madhya Pradesh,22.99838305,3.464794226,Urban,16-12-2019,04:55,51571.58,Indore
Karnataka,11.28651292,5.320530581,Urban,25-06-2020,13:40,45742.3,Mangalore
Telangana,27.36026156,5.513495644,Urban,29-06-2022,23:21,8535.87,Unknown
West Bengal,31.5485301,7.933717129,Urban,13-01-2023,05:37,44727.22,Kolkata
Madhya Pradesh,7.497371361,5.931983076,Urban,03-06-2020,17:27,30204.27,Indore
Uttar Pradesh,39.84528484,7.010769771,Urban,21-02-2023,06:52,63054.21,Kanpur
Tamil Nadu,12.4056354,5.004312393,Urban,23-03-2021,21:21,10967.73,Salem
Delhi,14.01449701,8.081872148,Urban,23-04-2021,06:15,36139.81,Unknown
Tamil Nadu,31.4539936,3.327361404,Urban,08-11-2022,12:06,23529.99,Chennai
Karnataka,23.75004242,9.919529798,Urban,01-02-2021,10:10,70844.12,Bengaluru
Maharashtra,24.97582397,7.490448113,Rural,18-01-2019,02:50,24511.73,Mumbai
Delhi,10.12619938,4.042028233,Urban,06-08-2022,02:17,61713,Unknown
Rajasthan,37.22943288,8.022435719,Rural,06-10-2021,07:57,60828.94,Jodhpur
Uttar Pradesh,29.68216984,8.505900168,Rural,20-04-2022,17:20,16812.83,Varanasi
Rajasthan,10.41528173,8.520171958,Urban,07-08-2019,14:29,47333.51,Kota
West Bengal,19.95997468,4.895125113,Urban,06-01-2023,02:43,63994.26,Durgapur
Delhi,37.41639731,9.710463997,Urban,30-07-2019,06:37,16145.9,Unknown
Rajasthan,27.73420184,3.124165165,Urban,15-03-2019,09:34,29496.82,Kota
Rajasthan,9.345951165,5.658876129,Urban,02-05-2019,21:26,29690.02,Kota
Madhya Pradesh,19.91108183,3.729527191,Urban,21-02-2021,02:39,22493.99,Jabalpur
Tamil Nadu,14.70777594,5.694015842,Urban,23-08-2021,00:03,1876.49,Salem
Madhya Pradesh,25.69862215,3.40057498,Urban,25-05-2023,20:29,15718.65,Jabalpur
Delhi,38.73444515,7.514858106,Urban,14-11-2020,05:28,19001.36,Unknown
Delhi,22.45068539,3.437228098,Rural,04-09-2021,10:40,27484.58,Unknown
Karnataka,22.33368121,7.310927546,Urban,25-05-2021,19:07,12786.29,Mangalore
Madhya Pradesh,41.21403609,4.638589812,Rural,07-12-2019,01:36,60074.95,Bhopal
Gujarat,28.0474165,4.254035129,Urban,13-02-2023,10:05,41234.62,Ahmedabad
Tamil Nadu,27.6476435,5.429006047,Urban,08-01-2021,14:15,6908.06,Madurai
Delhi,15.47639568,7.486727202,Rural,15-03-2020,04:53,46699.6,Unknown
Karnataka,29.30890991,7.047403418,Urban,04-08-2022,06:17,48624.24,Mysuru
Madhya Pradesh,28.0364187,7.76330117,Urban,18-08-2021,02:19,66501.56,Indore
Tamil Nadu,20.87405881,9.432866859,Urban,28-09-2023,15:26,873.86,Coimbatore
Madhya Pradesh,44.62782264,4.42312225,Rural,22-01-2021,17:20,16186.75,Gwalior
Rajasthan,40.2756386,5.89349979,Rural,01-08-2022,15:58,68389.27,Kota
Karnataka,34.9834516,4.860744315,Rural,23-01-2019,09:24,67462.2,Hubli
Tamil Nadu,26.49382354,7.104435962,Urban,02-02-2020,07:23,40440.14,Madurai
Telangana,23.48239208,4.983805556,Urban,02-04-2022,14:15,42650.87,Unknown
West Bengal,12.39589581,6.906116915,Rural,17-03-2023,07:38,6288.45,Durgapur
West Bengal,17.22949896,8.762146613,Urban,01-06-2019,07:54,36939.82,Kolkata
Tamil Nadu,35.95843199,6.856618202,Urban,01-08-2020,19:49,17884.15,Coimbatore
Madhya Pradesh,23.14995816,8.866903948,Rural,25-08-2022,15:26,10987.12,Bhopal
Karnataka,40.29078066,7.279451423,Urban,17-11-2020,07:20,54322.08,Bengaluru
West Bengal,10.91644545,9.092098844,Rural,26-04-2022,06:15,8997.41,Kolkata
Karnataka,25.33388384,9.51291962,Urban,12-10-2022,23:12,35262.19,Mangalore
West Bengal,30.87862736,6.554690087,Urban,12-10-2021,17:54,67473.82,Asansol
Rajasthan,25.67393825,8.534522018,Urban,22-01-2023,03:11,13920.83,Udaipur
Madhya Pradesh,40.56907566,6.281708117,Urban,19-04-2019,09:16,62971.38,Indore
Rajasthan,44.58253127,7.936356447,Urban,18-01-2022,01:04,62938.46,Jodhpur
West Bengal,9.633386334,3.262555063,Urban,13-12-2020,02:09,33865.85,Kolkata
Telangana,10.19819616,9.768387146,Rural,19-12-2019,20:31,10015.47,Unknown
Telangana,10.21296454,9.260334223,Urban,24-09-2020,23:11,23347.05,Unknown
Rajasthan,32.24708384,9.25301154,Rural,04-04-2019,01:39,30658.61,Jodhpur
Telangana,19.90704382,4.968759019,Rural,06-04-2020,08:07,23715.54,Unknown
West Bengal,34.33258645,4.982170709,Urban,13-12-2023,23:15,21567.83,Kolkata
Tamil Nadu,21.21885892,5.818205286,Urban,09-11-2021,15:07,64291.14,Coimbatore
Rajasthan,30.10426885,9.1613268,Urban,27-11-2023,22:23,11389.64,Udaipur
Maharashtra,35.79432023,9.010473956,Urban,09-08-2019,08:40,54386.55,Mumbai
Madhya Pradesh,26.92863643,5.0262198,Urban,13-04-2023,13:28,749.17,Bhopal
Telangana,26.58014362,6.792433182,Rural,17-07-2023,09:22,35981.42,Unknown
Telangana,8.529373011,6.326191027,Urban,03-01-2021,01:13,58684.13,Unknown
Delhi,21.43126972,7.554726295,Urban,04-08-2020,01:59,16990.19,Unknown
Gujarat,26.83108613,4.497299368,Urban,14-12-2019,04:06,14347.32,Vadodara
Rajasthan,23.47923303,3.595354425,Rural,14-02-2021,22:55,43976.83,Jaipur
Uttar Pradesh,41.03128001,3.190785857,Rural,27-02-2023,00:27,42622.91,Agra
Telangana,41.26122528,5.669921202,Urban,28-11-2021,02:02,47298.18,Unknown
Madhya Pradesh,37.87669522,9.626282788,Rural,11-11-2022,23:03,21968.53,Bhopal
Maharashtra,20.01192301,7.793700172,Urban,13-04-2020,04:30,16142.58,Pune
Telangana,33.69196607,8.243911195,Urban,18-05-2020,14:24,54771.82,Unknown
Maharashtra,20.81153844,9.616145386,Urban,15-11-2021,15:47,63235.22,Nashik
West Bengal,14.30374396,5.954360749,Urban,28-12-2021,02:25,30266.27,Asansol
West Bengal,18.71610574,6.320575487,Rural,26-05-2020,15:02,59719.64,Kolkata
Gujarat,7.838585331,5.516787695,Rural,14-12-2022,18:57,29941.63,Surat
Tamil Nadu,18.27110036,4.269608636,Urban,07-02-2022,14:04,30989.22,Coimbatore
Uttar Pradesh,23.42968869,8.364757609,Rural,11-03-2021,18:29,10909.19,Lucknow
Delhi,43.21923579,9.346800551,Urban,04-06-2019,09:37,28615.91,Unknown
Gujarat,17.53642345,8.697128972,Urban,26-04-2019,03:40,39316.03,Ahmedabad
Karnataka,41.09814157,3.334041128,Urban,24-06-2023,21:12,2035.84,Bengaluru
Delhi,14.15433103,5.094013205,Rural,19-01-2023,12:38,25937.21,Unknown
Rajasthan,12.63875591,7.144599087,Urban,29-08-2020,03:14,43545.9,Kota
Madhya Pradesh,25.75981826,5.290295643,Urban,21-05-2020,01:31,47897.39,Jabalpur
Karnataka,31.90045477,4.05083217,Urban,22-06-2022,00:02,43059.44,Mangalore
Karnataka,6.773290032,6.768541682,Urban,19-11-2023,19:31,62896.02,Mangalore
Gujarat,13.8426346,6.650445208,Urban,24-09-2020,19:18,1650.47,Rajkot
Tamil Nadu,23.22734666,7.969260095,Rural,10-05-2019,02:25,32412.63,Salem
Gujarat,18.24017344,9.999070404,Urban,26-06-2021,09:52,43650.8,Rajkot
Rajasthan,33.50484317,7.537669024,Urban,20-11-2021,21:03,33853.58,Jodhpur
Telangana,25.44642384,5.21819887,Urban,29-01-2023,22:25,22087.32,Unknown
Telangana,11.41436422,9.694668101,Urban,21-09-2019,14:40,9105.47,Unknown
Tamil Nadu,40.77861517,6.999103333,Urban,18-07-2021,16:31,56653.38,Coimbatore
Rajasthan,16.71622702,7.52015279,Urban,04-05-2022,05:25,34791.59,Jaipur
Tamil Nadu,34.24524436,5.50292684,Rural,27-04-2020,16:37,54488.03,Salem
Maharashtra,36.19663116,6.162854682,Rural,24-12-2020,02:30,38514.66,Nashik
Telangana,43.52630801,5.930416608,Urban,29-07-2022,09:31,47877.48,Unknown
Karnataka,24.94029866,9.553510359,Urban,20-01-2022,18:04,50736.02,Hubli
Uttar Pradesh,29.63342062,8.66713094,Urban,26-07-2023,14:03,44684.46,Kanpur
Madhya Pradesh,18.39505174,3.634928452,Urban,02-05-2022,08:29,29193.27,Indore
Rajasthan,32.12717174,5.197064587,Rural,03-12-2019,01:12,38363.81,Kota
Delhi,23.53533943,3.389819782,Urban,24-04-2020,06:34,46643.76,Unknown
Tamil Nadu,22.50609459,6.61731547,Urban,18-08-2019,15:05,27935.73,Chennai
Madhya Pradesh,39.21870116,4.955970035,Rural,05-08-2022,00:06,25563.45,Bhopal
Delhi,7.00675374,3.513801358,Urban,12-11-2022,07:22,6301.26,Unknown
Madhya Pradesh,40.27849711,8.404063703,Rural,02-02-2023,09:37,58755.33,Bhopal
Uttar Pradesh,39.08279351,3.637897566,Urban,10-03-2022,10:27,7469.46,Lucknow
Delhi,25.25465014,4.90094695,Rural,24-04-2021,21:00,42266.04,Unknown
Gujarat,24.60811417,8.4014606,Rural,20-04-2019,08:08,25803.79,Vadodara
West Bengal,19.47229472,6.581003293,Urban,23-09-2020,14:02,27849.67,Siliguri
Gujarat,44.76695167,8.71981106,Rural,28-11-2022,08:54,40830.82,Surat
Telangana,9.44677331,5.901368811,Urban,24-03-2019,15:03,4319.21,Unknown
West Bengal,28.60860943,8.704035503,Urban,05-01-2019,12:45,34418.09,Kolkata
Gujarat,32.2672636,6.767145883,Urban,21-01-2019,17:50,44570.08,Surat
West Bengal,42.37320033,3.615677002,Rural,03-02-2023,11:13,48167.56,Kolkata
West Bengal,36.20813987,6.300433472,Urban,23-10-2022,00:51,10331.9,Asansol
Karnataka,30.75388811,6.874805336,Urban,17-10-2023,05:31,60930.28,Bengaluru
Tamil Nadu,9.672492672,7.284711741,Urban,20-07-2021,00:14,38676.46,Madurai
Tamil Nadu,19.94934067,9.495182994,Urban,30-03-2020,20:33,54671.73,Chennai
Karnataka,10.5536657,4.284900789,Urban,09-01-2023,17:43,35769.74,Mysuru
Madhya Pradesh,40.2485093,7.242195926,Urban,09-08-2023,06:50,35245.19,Indore
Maharashtra,34.98484622,8.264157004,Urban,29-09-2022,04:52,62872.67,Nagpur
Madhya Pradesh,35.30147147,9.229684922,Urban,13-05-2019,10:12,52654.97,Jabalpur
Delhi,31.09026071,6.67714265,Urban,26-10-2019,21:49,26697.11,Unknown
Delhi,25.28174148,4.497653722,Urban,24-09-2021,02:15,15722,Unknown
West Bengal,10.99884238,8.723774937,Urban,26-08-2019,18:11,23307.04,Siliguri
Gujarat,18.18779547,9.335335158,Urban,12-11-2020,16:04,23858.43,Surat
Gujarat,10.4766317,3.744576735,Urban,06-10-2023,06:58,17210.72,Surat
Tamil Nadu,33.99652571,4.608017854,Urban,07-05-2023,18:46,15663.61,Chennai
Rajasthan,11.40915104,9.100242831,Urban,20-12-2022,13:29,49515.73,Jodhpur
Madhya Pradesh,33.08454201,6.390908963,Urban,14-10-2021,19:24,5083.52,Jabalpur
Telangana,32.69021558,4.183702991,Rural,22-10-2023,06:42,40255.51,Unknown
Uttar Pradesh,23.37217916,7.517062178,Urban,18-11-2019,03:18,11279.38,Agra
